Attribute,Description,Value,Meaning
D19_GESAMT_OFFLINE_DATUM,actuality of the last transaction with the complete file OFFLINE,2,very high activity within the last 12 months
D19_GESAMT_OFFLINE_DATUM,actuality of the last transaction with the complete file OFFLINE,3,high activity within the last 12 months
D19_GESAMT_OFFLINE_DATUM,actuality of the last transaction with the complete file OFFLINE,4,increased activity within the last 12 months
D19_GESAMT_OFFLINE_DATUM,actuality of the last transaction with the complete file OFFLINE,5,slightly increased activity within the last 12 months
D19_GESAMT_OFFLINE_DATUM,actuality of the last transaction with the complete file OFFLINE,6,activity elder than 1 year
D19_GESAMT_OFFLINE_DATUM,actuality of the last transaction with the complete file OFFLINE,7,"activity elder than 1,5 years"
D19_GESAMT_OFFLINE_DATUM,actuality of the last transaction with the complete file OFFLINE,8,activity elder than 2 years
D19_GESAMT_OFFLINE_DATUM,actuality of the last transaction with the complete file OFFLINE,9,activity elder than 3 years
D19_GESAMT_OFFLINE_DATUM,actuality of the last transaction with the complete file OFFLINE,10,no transactions known
D19_GESAMT_ONLINE_DATUM,actuality of the last transaction with the complete file ONLINE,1,highest activity within the last 12 months
D19_GESAMT_ONLINE_DATUM,actuality of the last transaction with the complete file ONLINE,2,very high activity within the last 12 months
D19_GESAMT_ONLINE_DATUM,actuality of the last transaction with the complete file ONLINE,3,high activity within the last 12 months
D19_GESAMT_ONLINE_DATUM,actuality of the last transaction with the complete file ONLINE,4,increased activity within the last 12 months
D19_GESAMT_ONLINE_DATUM,actuality of the last transaction with the complete file ONLINE,5,slightly increased activity within the last 12 months
D19_GESAMT_ONLINE_DATUM,actuality of the last transaction with the complete file ONLINE,6,activity elder than 1 year
D19_GESAMT_ONLINE_DATUM,actuality of the last transaction with the complete file ONLINE,7,"activity elder than 1,5 years"
D19_GESAMT_ONLINE_DATUM,actuality of the last transaction with the complete file ONLINE,8,activity elder than 2 years
D19_GESAMT_ONLINE_DATUM,actuality of the last transaction with the complete file ONLINE,9,activity elder than 3 years
D19_GESAMT_ONLINE_DATUM,actuality of the last transaction with the complete file ONLINE,10,no transactions known
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,0,no Online-transactions within the last 12 months
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,1,10% Online-transactions within the last 12 months
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,2,20% Online-transactions within the last 12 months
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,3,30% Online-transactions within the last 12 months
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,4,40% Online-transactions within the last 12 months
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,5,50% Online-transactions within the last 12 months
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,6,60% Online-transactions within the last 12 months
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,7,70% Online-transactions within the last 12 months
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,8,80% Online-transactions within the last 12 months
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,9,90% Online-transactions within the last 12 months
D19_GESAMT_ONLINE_QUOTE_12,amount of online transactions within all transactions in the complete file ,10,100% Online-transactions within the last 12 months
D19_HANDWERK_RZ,transactional activity based on the product group DO-IT-YOURSELF PRODUCTS ,0,no transaction known
D19_HANDWERK_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_HANDWERK_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_HANDWERK_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_HANDWERK_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_HANDWERK_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_HANDWERK_RZ, - on grid level -,6,Buyer > 24 months
D19_HANDWERK_RZ, - on grid level -,7,Prospects > 24 months
D19_HAUS_DEKO_RZ,transactional activity based on the product group HOUSE DECORATION,0,no transaction known
D19_HAUS_DEKO_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_HAUS_DEKO_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_HAUS_DEKO_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_HAUS_DEKO_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_HAUS_DEKO_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_HAUS_DEKO_RZ, - on grid level -,6,Buyer > 24 months
D19_HAUS_DEKO_RZ, - on grid level -,7,Prospects > 24 months
D19_KINDERARTIKEL_RZ,transactional activity based on the product group CHILDREN'S PRODUCTS ,0,no transaction known
D19_KINDERARTIKEL_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_KINDERARTIKEL_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_KINDERARTIKEL_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_KINDERARTIKEL_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_KINDERARTIKEL_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_KINDERARTIKEL_RZ, - on grid level -,6,Buyer > 24 months
D19_KINDERARTIKEL_RZ, - on grid level -,7,Prospects > 24 months
D19_KONSUMTYP,consumption type ,1,Universal
D19_KONSUMTYP,consumption type ,2,Versatile
D19_KONSUMTYP,consumption type ,3,Gourmet
D19_KONSUMTYP,consumption type ,4,Family
D19_KONSUMTYP,consumption type ,5,Informed 
D19_KONSUMTYP,consumption type ,6,Modern
D19_KONSUMTYP,consumption type ,9,Inactive
D19_KK_KUNDENTYP,consumption movement in the last 12 months,-1,unknown
D19_KK_KUNDENTYP,consumption movement in the last 12 months,1,regular customer
D19_KK_KUNDENTYP,consumption movement in the last 12 months,2,active customer
D19_KK_KUNDENTYP,consumption movement in the last 12 months,3,new costumer
D19_KK_KUNDENTYP,consumption movement in the last 12 months,4,stray customer
D19_KK_KUNDENTYP,consumption movement in the last 12 months,5,inactive customer 
D19_KK_KUNDENTYP,consumption movement in the last 12 months,6,passive customer
D19_KOSMETIK_RZ,transactional activity based on the product group COSMETIC PRODUCTS ,0,no transaction known
D19_KOSMETIK_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_KOSMETIK_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_KOSMETIK_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_KOSMETIK_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_KOSMETIK_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_KOSMETIK_RZ, - on grid level -,6,Buyer > 24 months
D19_KOSMETIK_RZ, - on grid level -,7,Prospects > 24 months
D19_LEBENSMITTEL_RZ,transactional activity based on the product group FOOD PRODUCTS ,0,no transaction known
D19_LEBENSMITTEL_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_LEBENSMITTEL_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_LEBENSMITTEL_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_LEBENSMITTEL_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_LEBENSMITTEL_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_LEBENSMITTEL_RZ, - on grid level -,6,Buyer > 24 months
D19_LEBENSMITTEL_RZ, - on grid level -,7,Prospects > 24 months
D19_LOTTO_RZ,transactional activity based on the product group LOTTO,0,no transaction known
D19_LOTTO_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_LOTTO_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_LOTTO_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_LOTTO_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_LOTTO_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_LOTTO_RZ, - on grid level -,6,Buyer > 24 months
D19_LOTTO_RZ, - on grid level -,7,Prospects > 24 months
D19_NAHRUNGSERGAENZUNG_RZ,transactional activity based on the product group DIETARY SUPPLEMENTS,0,no transaction known
D19_NAHRUNGSERGAENZUNG_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_NAHRUNGSERGAENZUNG_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_NAHRUNGSERGAENZUNG_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_NAHRUNGSERGAENZUNG_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_NAHRUNGSERGAENZUNG_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_NAHRUNGSERGAENZUNG_RZ, - on grid level -,6,Buyer > 24 months
D19_NAHRUNGSERGAENZUNG_RZ, - on grid level -,7,Prospects > 24 months
D19_RATGEBER_RZ,transactional activity based on the product group GUIDEBOOKS,0,no transaction known
D19_RATGEBER_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_RATGEBER_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_RATGEBER_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_RATGEBER_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_RATGEBER_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_RATGEBER_RZ, - on grid level -,6,Buyer > 24 months
D19_RATGEBER_RZ, - on grid level -,7,Prospects > 24 months
D19_REISEN_RZ,transactional activity based on the product group TRAVEL RELATED PRODUCTS,0,no transaction known
D19_REISEN_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_REISEN_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_REISEN_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_REISEN_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_REISEN_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_REISEN_RZ, - on grid level -,6,Buyer > 24 months
D19_REISEN_RZ, - on grid level -,7,Prospects > 24 months
D19_SAMMELARTIKEL_RZ,transactional activity based on the product group COLLECTABLE ITEMS,0,no transaction known
D19_SAMMELARTIKEL_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_SAMMELARTIKEL_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_SAMMELARTIKEL_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_SAMMELARTIKEL_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_SAMMELARTIKEL_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_SAMMELARTIKEL_RZ, - on grid level -,6,Buyer > 24 months
D19_SAMMELARTIKEL_RZ, - on grid level -,7,Prospects > 24 months
D19_SCHUHE_RZ,transactional activity based on the product group SHOES,0,no transaction known
D19_SCHUHE_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_SCHUHE_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_SCHUHE_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_SCHUHE_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_SCHUHE_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_SCHUHE_RZ, - on grid level -,6,Buyer > 24 months
D19_SCHUHE_RZ, - on grid level -,7,Prospects > 24 months
D19_SONSTIGE_RZ,transactional activity based on the product group ALL OTHER CATEGORIES,0,no transaction known
D19_SONSTIGE_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_SONSTIGE_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_SONSTIGE_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_SONSTIGE_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_SONSTIGE_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_SONSTIGE_RZ, - on grid level -,6,Buyer > 24 months
D19_SONSTIGE_RZ, - on grid level -,7,Prospects > 24 months
D19_TECHNIK_RZ,transactional activity based on the product group TECHNOLOGY,0,no transaction known
D19_TECHNIK_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_TECHNIK_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_TECHNIK_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_TECHNIK_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_TECHNIK_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_TECHNIK_RZ, - on grid level -,6,Buyer > 24 months
D19_TECHNIK_RZ, - on grid level -,7,Prospects > 24 months
D19_TELKO_ANZ_12,transaction activity TELCO in the last 12 months,0,no transactions known
D19_TELKO_ANZ_12,transaction activity TELCO in the last 12 months,1,very low activity
D19_TELKO_ANZ_12,transaction activity TELCO in the last 12 months,2,low activity
D19_TELKO_ANZ_12,transaction activity TELCO in the last 12 months,3,slightly increased activity
D19_TELKO_ANZ_12,transaction activity TELCO in the last 12 months,4,increased activity
D19_TELKO_ANZ_12,transaction activity TELCO in the last 12 months,5,high activity
D19_TELKO_ANZ_12,transaction activity TELCO in the last 12 months,6,very high activity
D19_TELKO_ANZ_24,transaction activity TELCO in the last 24 months,0,no transactions known
D19_TELKO_ANZ_24,transaction activity TELCO in the last 24 months,1,very low activity
D19_TELKO_ANZ_24,transaction activity TELCO in the last 24 months,2,low activity
D19_TELKO_ANZ_24,transaction activity TELCO in the last 24 months,3,slightly increased activity
D19_TELKO_ANZ_24,transaction activity TELCO in the last 24 months,4,increased activity
D19_TELKO_ANZ_24,transaction activity TELCO in the last 24 months,5,high activity
D19_TELKO_ANZ_24,transaction activity TELCO in the last 24 months,6,very high activity
D19_TELKO_DATUM,actuality of the last transaction for the segment telecommunication TOTAL,1,highest activity within the last 12 months
D19_TELKO_DATUM,actuality of the last transaction for the segment telecommunication TOTAL,2,very high activity within the last 12 months
D19_TELKO_DATUM,actuality of the last transaction for the segment telecommunication TOTAL,3,high activity within the last 12 months
D19_TELKO_DATUM,actuality of the last transaction for the segment telecommunication TOTAL,4,increased activity within the last 12 months
D19_TELKO_DATUM,actuality of the last transaction for the segment telecommunication TOTAL,5,slightly increased activity within the last 12 months
D19_TELKO_DATUM,actuality of the last transaction for the segment telecommunication TOTAL,6,activity elder than 1 year
D19_TELKO_DATUM,actuality of the last transaction for the segment telecommunication TOTAL,7,"activity elder than 1,5 years"
D19_TELKO_DATUM,actuality of the last transaction for the segment telecommunication TOTAL,8,activity elder than 2 years
D19_TELKO_DATUM,actuality of the last transaction for the segment telecommunication TOTAL,9,activity elder than 3 years
D19_TELKO_DATUM,actuality of the last transaction for the segment telecommunication TOTAL,10,no transactions known
D19_TELKO_MOBILE_RZ,transactional activity based on the product group MOBILE COMMUNICATION,0,no transaction known
D19_TELKO_MOBILE_RZ, - on grid level -,1,Multibuyer 0-12 months
D19_TELKO_MOBILE_RZ, - on grid level -,2,Doublebuyer 0-12 months
D19_TELKO_MOBILE_RZ, - on grid level -,3,Singlebuyer 0-12 months
D19_TELKO_MOBILE_RZ, - on grid level -,4,Multi-/Doublebuyer 13-24 months
D19_TELKO_MOBILE_RZ, - on grid level -,5,Singlebuyer 13-24 months
D19_TELKO_MOBILE_RZ, - on grid level -,6,Buyer > 24 months
D19_TELKO_MOBILE_RZ, - on grid level -,7,Prospects > 24 months
D19_TELKO_OFFLINE_DATUM,actuality of the last transaction for the segment telecommunication OFFLINE,1,highest activity within the last 12 months
D19_TELKO_OFFLINE_DATUM,actuality of the last transaction for the segment telecommunication OFFLINE,2,very high activity within the last 12 months
D19_TELKO_OFFLINE_DATUM,actuality of the last transaction for the segment telecommunication OFFLINE,3,high activity within the last 12 months
D19_TELKO_OFFLINE_DATUM,actuality of the last transaction for the segment telecommunication OFFLINE,4,increased activity within the last 12 months
D19_TELKO_OFFLINE_DATUM,actuality of the last transaction for the segment telecommunication OFFLINE,5,slightly increased activity within the last 12 months
D19_TELKO_OFFLINE_DATUM,actuality of the last transaction for the segment telecommunication OFFLINE,6,activity elder than 1 year
D19_TELKO_OFFLINE_DATUM,actuality of the last transaction for the segment telecommunication OFFLINE,7,"activity elder than 1,5 years"
D19_TELKO_OFFLINE_DATUM,actuality of the last transaction for the segment telecommunication OFFLINE,8,activity elder than 2 years
